id_gestion;id_documento;fecha_gestion;tipo_gestion;resultado;ejecutivo_cobranza
GES-000253;DOC-2025-03679;2025-07-13;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000419;DOC-2024-00929;2025-07-14;EMAIL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000875;DOC-2025-04044;2025-07-14;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000251;DOC-2025-04032;2025-07-16;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000772;DOC-2024-01127;2025-07-16;DEMANDA_JUDICIAL;DISPUTA;Ximena Toro Pacheco
GES-000444;DOC-2025-03583;2025-07-17;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000889;DOC-2025-02890;2025-07-17;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000100;DOC-2025-02719;2025-07-18;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000320;DOC-2025-04065;2025-07-18;LLAMADA;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000857;DOC-2025-03013;2025-07-18;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000897;DOC-2025-03378;2025-07-18;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000865;DOC-2025-02023;2025-07-19;CARTA_CERTIFICADA;DISPUTA;Cristian Bravo Aguilera
GES-000522;DOC-2025-03593;2025-07-21;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000708;DOC-2025-02643;2025-07-21;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000146;DOC-2024-00688;2025-07-22;VISITA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000479;DOC-2024-00584;2025-07-23;DEMANDA_JUDICIAL;DISPUTA;Cristian Bravo Aguilera
GES-000959;DOC-2025-02744;2025-07-23;EMAIL;DISPUTA;Cristian Bravo Aguilera
GES-000269;DOC-2025-03306;2025-07-24;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000138;DOC-2025-03163;2025-07-25;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000697;DOC-2024-00616;2025-07-25;DEMANDA_JUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000179;DOC-2025-02429;2025-07-26;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000500;DOC-2025-04230;2025-07-27;CARTA_CERTIFICADA;DISPUTA;Nataly Poblete Ruiz
GES-000811;DOC-2025-02757;2025-07-27;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000971;DOC-2024-00459;2025-07-27;DEMANDA_JUDICIAL;DISPUTA;Nataly Poblete Ruiz
GES-000028;DOC-2025-03714;2025-07-28;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000186;DOC-2025-04344;2025-07-28;LLAMADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000463;DOC-2024-00751;2025-07-28;DEMANDA_JUDICIAL;DISPUTA;Paula Zambrano Leiva
GES-000740;DOC-2025-03224;2025-07-31;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000717;DOC-2025-03007;2025-08-01;LLAMADA;DISPUTA;Ximena Toro Pacheco
GES-000827;DOC-2025-02187;2025-08-01;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000109;DOC-2025-03364;2025-08-02;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000053;DOC-2025-02972;2025-08-05;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000482;DOC-2025-03806;2025-08-05;LLAMADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000744;DOC-2025-02241;2025-08-05;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000335;DOC-2025-02874;2025-08-06;EMAIL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-001012;DOC-2025-03744;2025-08-06;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000036;DOC-2025-02947;2025-08-07;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000543;DOC-2025-02595;2025-08-07;EMAIL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000169;DOC-2024-01642;2025-08-08;PREJUDICIAL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000866;DOC-2025-02023;2025-08-08;PREJUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000196;DOC-2025-03413;2025-08-09;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-001023;DOC-2024-00873;2025-08-09;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000816;DOC-2025-04019;2025-08-10;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000008;DOC-2025-03628;2025-08-11;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000321;DOC-2025-04065;2025-08-11;PREJUDICIAL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000360;DOC-2025-02604;2025-08-11;CARTA_CERTIFICADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000620;DOC-2025-04022;2025-08-11;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000722;DOC-2025-03240;2025-08-11;PREJUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000938;DOC-2024-01130;2025-08-12;DEMANDA_JUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000646;DOC-2025-02654;2025-08-15;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000004;DOC-2025-03167;2025-08-16;LLAMADA;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000607;DOC-2025-02390;2025-08-16;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000760;DOC-2025-02713;2025-08-16;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000001;DOC-2025-03017;2025-08-17;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000379;DOC-2024-00935;2025-08-17;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000436;DOC-2025-02882;2025-08-17;EMAIL;DISPUTA;Cristian Bravo Aguilera
GES-000892;DOC-2025-02846;2025-08-17;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000898;DOC-2025-03378;2025-08-17;PREJUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000062;DOC-2025-02738;2025-08-18;EMAIL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000420;DOC-2024-00929;2025-08-18;PREJUDICIAL;DISPUTA;Paula Zambrano Leiva
GES-000868;DOC-2025-03068;2025-08-18;EMAIL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000130;DOC-2025-03268;2025-08-19;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000180;DOC-2025-02429;2025-08-19;EMAIL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000261;DOC-2025-03042;2025-08-19;DEMANDA_JUDICIAL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000551;DOC-2025-03423;2025-08-19;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000206;DOC-2025-03560;2025-08-20;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000776;DOC-2025-03181;2025-08-20;EMAIL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-001001;DOC-2025-02457;2025-08-20;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000011;DOC-2025-03184;2025-08-21;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000262;DOC-2025-02618;2025-08-21;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000651;DOC-2024-01532;2025-08-21;DEMANDA_JUDICIAL;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000942;DOC-2025-03112;2025-08-21;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000677;DOC-2025-03978;2025-08-22;CARTA_CERTIFICADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000941;DOC-2025-02636;2025-08-22;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-001018;DOC-2025-03099;2025-08-22;EMAIL;DISPUTA;Hector Manriquez Salas
GES-000116;DOC-2025-03550;2025-08-23;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000639;DOC-2024-01312;2025-08-23;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000079;DOC-2025-02201;2025-08-24;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000221;DOC-2025-02751;2025-08-24;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000357;DOC-2025-04224;2025-08-24;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000388;DOC-2025-03304;2025-08-24;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000712;DOC-2025-03882;2025-08-25;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Nataly Poblete Ruiz
GES-000931;DOC-2025-03645;2025-08-25;EMAIL;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000254;DOC-2025-02827;2025-08-27;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000586;DOC-2025-02066;2025-08-27;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000729;DOC-2025-02555;2025-08-27;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000828;DOC-2025-02187;2025-08-27;PREJUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000966;DOC-2025-02605;2025-08-27;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000795;DOC-2025-02978;2025-08-28;CARTA_CERTIFICADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000147;DOC-2024-00688;2025-08-29;PREJUDICIAL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000431;DOC-2025-03633;2025-08-29;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000657;DOC-2025-03277;2025-08-29;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000047;DOC-2025-03232;2025-08-30;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000523;DOC-2025-03593;2025-08-30;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000727;DOC-2025-03434;2025-08-30;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000073;DOC-2025-02128;2025-08-31;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000158;DOC-2025-02171;2025-08-31;EMAIL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000329;DOC-2025-04259;2025-08-31;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000752;DOC-2024-00156;2025-08-31;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-001028;DOC-2025-04093;2025-08-31;CARTA_CERTIFICADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000003;DOC-2025-03027;2025-09-01;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000352;DOC-2024-01743;2025-09-02;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000382;DOC-2025-03960;2025-09-02;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000399;DOC-2025-02514;2025-09-02;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000442;DOC-2025-03428;2025-09-02;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000756;DOC-2025-03931;2025-09-02;PREJUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000086;DOC-2025-03483;2025-09-03;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000741;DOC-2025-03224;2025-09-03;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000745;DOC-2025-02241;2025-09-03;EMAIL;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000829;DOC-2025-03702;2025-09-03;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000202;DOC-2025-03492;2025-09-04;DEMANDA_JUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000468;DOC-2025-02994;2025-09-04;EMAIL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000663;DOC-2025-04200;2025-09-04;LLAMADA;DISPUTA;Hector Manriquez Salas
GES-000765;DOC-2025-02854;2025-09-04;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000076;DOC-2025-02670;2025-09-05;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000230;DOC-2025-04080;2025-09-05;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000294;DOC-2025-02652;2025-09-05;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000555;DOC-2025-03114;2025-09-05;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000110;DOC-2025-03364;2025-09-07;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000226;DOC-2025-04040;2025-09-07;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Paula Zambrano Leiva
GES-000236;DOC-2025-02510;2025-09-07;LLAMADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000813;DOC-2025-04115;2025-09-07;LLAMADA;DISPUTA;Paula Zambrano Leiva
GES-000824;DOC-2025-03358;2025-09-07;PREJUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000176;DOC-2025-03549;2025-09-08;PREJUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000353;DOC-2025-02270;2025-09-08;LLAMADA;DISPUTA;Ximena Toro Pacheco
GES-000624;DOC-2025-03243;2025-09-08;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000861;DOC-2025-04100;2025-09-09;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000901;DOC-2025-03271;2025-09-09;CARTA_CERTIFICADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000233;DOC-2025-03101;2025-09-10;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000425;DOC-2025-02820;2025-09-10;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000534;DOC-2025-03913;2025-09-10;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000884;DOC-2025-02991;2025-09-10;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000709;DOC-2025-02643;2025-09-11;LLAMADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000312;DOC-2025-02780;2025-09-12;LLAMADA;DISPUTA;Ximena Toro Pacheco
GES-000788;DOC-2025-02998;2025-09-12;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000037;DOC-2025-02947;2025-09-13;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000207;DOC-2025-03560;2025-09-13;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000345;DOC-2025-04311;2025-09-13;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000493;DOC-2025-02943;2025-09-13;LLAMADA;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-001024;DOC-2024-00873;2025-09-13;PREJUDICIAL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000031;DOC-2025-03029;2025-09-14;EMAIL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000139;DOC-2025-03163;2025-09-14;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000161;DOC-2025-03577;2025-09-14;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000385;DOC-2025-02254;2025-09-14;VISITA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000422;DOC-2025-02376;2025-09-14;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000021;DOC-2025-03300;2025-09-15;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000532;DOC-2025-03512;2025-09-15;EMAIL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000674;DOC-2025-03835;2025-09-15;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000217;DOC-2025-03573;2025-09-16;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000327;DOC-2025-02726;2025-09-16;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000447;DOC-2025-02919;2025-09-16;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000063;DOC-2025-02738;2025-09-17;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000724;DOC-2025-02665;2025-09-17;LLAMADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000945;DOC-2025-02913;2025-09-17;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000302;DOC-2025-03895;2025-09-18;CARTA_CERTIFICADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000876;DOC-2025-04044;2025-09-19;LLAMADA;DISPUTA;Hector Manriquez Salas
GES-000136;DOC-2025-02871;2025-09-20;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000428;DOC-2025-02953;2025-09-20;EMAIL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000714;DOC-2025-02229;2025-09-20;LLAMADA;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000753;DOC-2024-00156;2025-09-20;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000390;DOC-2025-02584;2025-09-21;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000690;DOC-2025-02821;2025-09-21;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000761;DOC-2025-02713;2025-09-21;PREJUDICIAL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-001031;DOC-2025-02762;2025-09-21;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000006;DOC-2025-04352;2025-09-22;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000440;DOC-2025-02491;2025-09-22;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000642;DOC-2025-02602;2025-09-22;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000791;DOC-2025-03188;2025-09-22;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000445;DOC-2025-03583;2025-09-23;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000483;DOC-2025-03806;2025-09-23;VISITA;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000683;DOC-2025-03052;2025-09-23;CARTA_CERTIFICADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000469;DOC-2025-02994;2025-09-24;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000501;DOC-2025-04230;2025-09-24;PREJUDICIAL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000855;DOC-2025-03568;2025-09-24;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000991;DOC-2025-02915;2025-09-24;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000148;DOC-2024-00688;2025-09-25;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000184;DOC-2025-02693;2025-09-25;EMAIL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000081;DOC-2025-03249;2025-09-26;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000640;DOC-2025-02825;2025-09-26;LLAMADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000718;DOC-2025-03007;2025-09-26;VISITA;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000485;DOC-2025-03914;2025-09-27;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000610;DOC-2024-00279;2025-09-27;PREJUDICIAL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000231;DOC-2025-04080;2025-09-28;PREJUDICIAL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000511;DOC-2025-03384;2025-09-29;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000848;DOC-2025-03096;2025-09-29;EMAIL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000336;DOC-2025-02874;2025-09-30;PREJUDICIAL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000092;DOC-2025-03028;2025-10-01;LLAMADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000331;DOC-2025-03845;2025-10-01;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000466;DOC-2025-04141;2025-10-01;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000763;DOC-2025-02663;2025-10-01;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000943;DOC-2025-03112;2025-10-02;CARTA_CERTIFICADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000101;DOC-2025-02719;2025-10-03;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000234;DOC-2025-03101;2025-10-03;VISITA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000846;DOC-2025-04157;2025-10-03;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000049;DOC-2025-04039;2025-10-04;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000025;DOC-2025-03792;2025-10-05;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000325;DOC-2025-04034;2025-10-05;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000386;DOC-2025-02254;2025-10-05;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000400;DOC-2025-02514;2025-10-05;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000932;DOC-2025-03645;2025-10-05;CARTA_CERTIFICADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000812;DOC-2025-02757;2025-10-06;DEMANDA_JUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000922;DOC-2024-00151;2025-10-06;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000065;DOC-2025-03474;2025-10-07;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000252;DOC-2025-04032;2025-10-07;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000844;DOC-2025-02433;2025-10-07;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000909;DOC-2024-00314;2025-10-07;PREJUDICIAL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000043;DOC-2025-02303;2025-10-08;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000115;DOC-2025-03606;2025-10-08;EMAIL;DISPUTA;Cristian Bravo Aguilera
GES-000368;DOC-2025-02631;2025-10-08;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000993;DOC-2025-02678;2025-10-09;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000039;DOC-2025-03599;2025-10-11;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000668;DOC-2025-03059;2025-10-11;LLAMADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000830;DOC-2025-03702;2025-10-11;LLAMADA;DISPUTA;Nataly Poblete Ruiz
GES-000295;DOC-2025-02652;2025-10-12;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000298;DOC-2025-03061;2025-10-12;EMAIL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000222;DOC-2025-02751;2025-10-13;CARTA_CERTIFICADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000242;DOC-2025-03621;2025-10-13;EMAIL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000681;DOC-2025-02387;2025-10-13;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000421;DOC-2024-00929;2025-10-14;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Paula Zambrano Leiva
GES-000558;DOC-2025-03956;2025-10-14;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000869;DOC-2025-03068;2025-10-14;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-001019;DOC-2025-03099;2025-10-14;CARTA_CERTIFICADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000162;DOC-2025-03577;2025-10-15;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000215;DOC-2025-03155;2025-10-15;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-001002;DOC-2025-02457;2025-10-16;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000574;DOC-2025-03414;2025-10-17;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000730;DOC-2025-02555;2025-10-17;CARTA_CERTIFICADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000026;DOC-2025-04142;2025-10-18;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000218;DOC-2025-03573;2025-10-18;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000393;DOC-2025-02867;2025-10-18;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000777;DOC-2025-03181;2025-10-18;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000858;DOC-2025-03424;2025-10-18;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000486;DOC-2025-03914;2025-10-19;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000850;DOC-2025-03456;2025-10-19;EMAIL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000005;DOC-2025-03167;2025-10-20;CARTA_CERTIFICADA;DISPUTA;Hector Manriquez Salas
GES-000552;DOC-2025-03423;2025-10-20;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000899;DOC-2025-03378;2025-10-20;DEMANDA_JUDICIAL;DISPUTA;Cristian Bravo Aguilera
GES-000902;DOC-2025-02550;2025-10-20;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000954;DOC-2025-04357;2025-10-20;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000264;DOC-2025-03036;2025-10-21;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000556;DOC-2025-03114;2025-10-21;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000643;DOC-2025-02602;2025-10-21;EMAIL;DISPUTA;Paula Zambrano Leiva
GES-000029;DOC-2025-03714;2025-10-22;CARTA_CERTIFICADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000034;DOC-2025-03090;2025-10-22;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000159;DOC-2025-02171;2025-10-22;PREJUDICIAL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000567;DOC-2025-02029;2025-10-22;CARTA_CERTIFICADA;COMPROMISO_PAGO;Hector Manriquez Salas
